indice,ingles_original,mediana_bertscore,limite_inferior,limite_superior,num_pares_total,num_pares_discrepantes,status,status_manual
2140,Biblical Christians Would Hate The Handmaid's Tale Dystopia Just As Much As Everyone Else,0.91,0.68,1.13,21,0,consistente,
2141,Teen who blasted “f*ck tha police” at NYPD funeral booted from apartment,0.81,0.61,1.02,21,0,consistente,
2142,"FL-Sen: Nelson (D) Refuses To Let Trump Privatize Air Traffic Control, PCCC Pushes Dems To Join Him",0.84,0.63,1.05,21,0,consistente,
2143,Friend of Anthony Scaramucci deletes tweet accusing Reince Priebus of having a ‘mistress’,0.9,0.67,1.12,21,0,consistente,
2144,"“Butcher of Pakistan” killed 70 people, then started trafficking Muslim migrants into Europe",0.9,0.67,1.12,21,0,consistente,
2145,We Answered Your Questions About Writing for The Edit,0.85,0.64,1.06,21,0,consistente,
2146,Photogallery - Donald Trump will not visit London to declare open the new US embassy,0.91,0.68,1.14,21,0,consistente,
2147,CBS News may have just made the most accurate typo of all time,0.91,0.68,1.13,21,0,consistente,
2148,Clovis Oncology soars as ovarian cancer drug passes key endpoints in final stage trial,0.85,0.63,1.06,21,0,consistente,
2149,Alex Jones hyped fake news about ‘black gangs’ looting after Hurricane Harvey,0.93,0.69,1.16,21,0,consistente,
2150,Iran celebrates anniversary of US embassy takeover by showing off ICBM,0.89,0.67,1.12,21,0,consistente,
2151,NY Times Expresses Regret for Offending Readers With Nazi Sympathizer Profile,0.8,0.6,1.01,21,0,consistente,
2152,WATCH: Jim Acosta tries to get Sarah Huckabee Sanders to admit collusion with Russia,0.93,0.7,1.16,21,0,consistente,
2153,Berkeley Mayor Jesse Arreguin Tells Conservatives: No Free Speech On MY Watch,0.79,0.59,0.99,21,0,consistente,
2154,Egypt censored newspaper on Israel offers to ‘buy Sinai’,0.81,0.61,1.01,21,0,consistente,
2155,Iran’s President Rouhani accuses US of undermining nuclear deal,0.92,0.69,1.15,21,0,consistente,
2156,Fox News retracts Trump-loving 'Navy SEAL' story after he was exposed as a stolen valor fraud,0.85,0.64,1.07,21,0,consistente,
2157,Whoa! Trump Just Said Health Insurance Costs $$12 A Year!,0.9,0.67,1.12,21,0,consistente,
2158,"Violent hailstorms hit Italy, covering beaches in white – Infinite Unknown",0.88,0.66,1.1,21,0,consistente,
2159,‘O Canada’ Will Become Gender Neutral With New Lyrics,0.83,0.63,1.04,21,0,consistente,
2160,UN Troops Will Be Running the FEMA Camp Extermination Centers,0.92,0.69,1.15,21,0,consistente,
2161,Philadelphia Mom Who Wanted To Join ISIS Sentenced To Eight Years In Jail,0.84,0.63,1.05,21,0,consistente,
2162,70 Percent Of Italians Think The Country Has Taken Too Many Migrants,0.87,0.65,1.09,21,0,consistente,
2163,Hilary Rosen awfully troubled by this dude’s ‘anti-Semitic’ bacon suit,0.84,0.63,1.05,21,0,consistente,
2164,"Bob Corker voted no on the tax scam once, but now he's a yes, because yay corporate tax cuts",0.88,0.66,1.1,21,0,consistente,
2165,Starbucks Employees Will Reap The Benefits Of The Trump Tax Cuts,0.91,0.68,1.14,21,0,consistente,
2166,"JFK File: FBI Monitored Martin Luther King’s ‘Abnormal’ Sex Life of Orgies, Hookers and Joan Baez",0.87,0.65,1.09,21,0,consistente,
2167,Photogallery - Cleveland Cavaliers news: Several teams want Shumpert but under one condition,0.92,0.69,1.15,21,0,consistente,
2168,Trump privately doubted Moore’s accusers and drew parallels between sexual misconduct allegations levied against him in 2016,0.91,0.69,1.14,21,0,consistente,
2169,Grammar Infraction! Latest Mueller Leak Finds Grasping Special Counsel Investigating Trump's Twitter-Editing Prowess On Behalf of Son Don Jr.,0.86,0.64,1.07,21,0,consistente,
2170,Broncos' Brock Osweiler would be replacing Trevor Siemian as the starter,0.85,0.64,1.06,21,0,consistente,
2171,James Cameron Sparks Outrage for Saying ‘Wonder Woman’ a ‘Step Backwards’ for Female Characters,0.9,0.67,1.12,21,0,consistente,
2172,Peter Strzok's Wife and Government Attorney Wipes Her Facebook Page of All Evidence of Hillary Cheerleading,0.88,0.66,1.1,21,0,consistente,
2173,"This is a Michigan story, or is it? We need more Guns in Bars , churches and schools.",0.99,0.74,1.24,21,0,consistente,
2174,Pagan shoppers vow to boycott Tesco over Christian family in Yuletide advert,0.93,0.7,1.16,21,0,consistente,
2175,"ICE Agents Eat Breakfast, Then Arrest Three Workers At Restaurant [WATCH]",0.82,0.61,1.02,21,0,consistente,
2176,Justice Department Announces Compensation Process for Western Union Fraud Victims With Funds Recovered Through Asset Forfeiture,0.84,0.63,1.05,21,0,consistente,
2177,Big Brother 19' spoilers: Alex wants Josh to win HOH this week,0.84,0.63,1.05,21,0,consistente,
2178,Egypt isn’t the country with the most Pyramids in the world—Sudan has more than 250,0.97,0.73,1.21,21,0,consistente,
2179,"Photogallery - Kyrie Irving prefers Spurs, 3 other squads as trade destinations",0.87,0.66,1.09,21,0,consistente,
2180,The Good Doctor' Spoilers: Dr. Shaun and Claire perform major operation,0.84,0.63,1.05,21,0,consistente,
2181,Linda Weber calls out Rep. Lance to ask for Trump's Resignation,0.89,0.67,1.11,21,0,consistente,
2182,Al Franken Uses The Word ‘I’ 61 Times During Resignation Speech,0.85,0.64,1.07,21,0,consistente,
2183,Photogallery - Women quit their jobs in Google due to workplace culture,0.86,0.65,1.08,21,0,consistente,
2184,Why is Amazon deleting negative reviews of Hillary Clinton’s new book?,0.92,0.69,1.14,21,0,consistente,
2185,CoCo Vandeweghe Leads the U.S. Team in the Fed Cup Final,0.93,0.7,1.16,21,0,consistente,
2186,Turkey Parliament Speaker calls offensive against Syria Kurds “jihad”,0.88,0.66,1.1,21,0,consistente,
2187,Exxon Fined $$2 Million For Violating Russia Sanctions While Tillerson Was CEO,0.84,0.63,1.05,21,0,consistente,
2188,FAO Schwarz Is Making a NYC Comeback in Rockefeller Center,0.88,0.66,1.09,21,0,consistente,
2189,Brandon Reilly deserves a shot as a Buffalo Bills starter,0.95,0.71,1.18,21,0,consistente,
2190,Fascist Judge Convicts US Marine General For Defending Gito Detainees’ Rights,0.87,0.65,1.08,21,0,consistente,
2191,"THE REAL RINO's AREN'T CONSERVATIVES AT ALL, NEITHER ARE THEIR VOTERS, THEY JUST USE THE BRAND.",0.57,0.42,0.71,21,9,discrepante,
2192,"Jeff Sessions doesn't recall anything about Papadopoulos, then remembers something, something",0.89,0.67,1.12,21,0,consistente,
2193,Apple’s new ad shows how iPads are going to replace laptops,0.93,0.69,1.16,21,0,consistente,
2194,Petrol bomb is found in Paris belonging to cement firm that is involved in constructing Trump’s Mexican wall,0.93,0.7,1.16,21,0,consistente,
2195,They’re afraid of us': Immigrants aren't reporting domestic abuse to police,0.92,0.69,1.15,21,0,consistente,
2196,"Trump-Endorsed GOP Senate Candidate In Alabama Accepted $$1,000 Donation From Nazi Group",0.92,0.69,1.14,21,0,consistente,
2197,Klondex Mines new open pit estimates confirm Fire Creek as “a world class property”,0.92,0.69,1.15,21,0,consistente,
2198,WATCH: Cuban Violinist Performs U.S. National Anthem at Trump Speech,0.9,0.67,1.12,21,0,consistente,
2199,"Irma shifts west, expected to cross the Keys, strike near Cape Coral; Tampa in sights",0.87,0.65,1.09,21,0,consistente,
2200,"California: lawmaker shelves health care proposal, receives death threat",0.9,0.67,1.12,21,0,consistente,
2201,Jordan Peele Continues Social Thriller Focus With Nazi Hunter TV Series,0.83,0.62,1.03,21,0,consistente,
2202,How Sam Shepard Hit Downtown New York and Reinvented Himself,0.86,0.64,1.07,21,0,consistente,
2203,Bill Maher humiliates Donald Trump after threatening to nuke North Korea,0.89,0.67,1.11,21,0,consistente,
2204,Kale and Caulifla could perform a fusion in 'Dragon Ball Super',0.95,0.71,1.19,21,0,consistente,
2205,"Minneapolis Muslim killer-cop’s NEIGHBOR says Mohamed Noor was “STRICT, ILL-TEMPERED,” “HE HAS LITTLE RESPECT FOR WOMEN AND BLACKS”",0.77,0.58,0.96,21,2,discrepante,
2206,Scaramucci has been praising Joe Paterno from White House to hype tribute movie he’s producing,0.88,0.66,1.1,21,0,consistente,
2207,Kristen Stewart and Stella Maxwell Wedding: Alicia Cargile still loves her ex?,0.94,0.7,1.17,21,0,consistente,
2208,"Chinese hotel is fined £1,700 for accepting Muslim guests during political Congress",0.93,0.7,1.17,21,0,consistente,
2209,Politicians who lie and knowingly effect laws that kill should be prosecuted,0.84,0.63,1.05,21,0,consistente,
2210,The Founding Fathers designed impeachment for someone exactly like Donald Trump,0.91,0.68,1.13,21,0,consistente,
2211,The only county in America without an ACA plan voted 3-to-1 for Trump,0.9,0.67,1.12,21,0,consistente,
2212,Dragon Ball Super reveals why UI Goku will not have a fight with Jiren yet,0.93,0.7,1.16,21,0,consistente,
2213,North Korean foreign minister compares Trump's threat to dogs barking,0.92,0.69,1.15,21,0,consistente,
2214,"Woman diagnosed with hematohidrosis, a rare disease that causes blood sweat",0.89,0.67,1.11,21,0,consistente,
2215,Trump Administration Says States May Impose Work Requirements for Medicaid,0.93,0.7,1.16,21,0,consistente,
2216,Media Literacy Student Challenge | Explore Your Relationship With News,0.84,0.63,1.06,21,0,consistente,
2217,"Xylitol United States Market Learn details of the Growth Analysis including key players Danisco, Roquette, Futaste",0.85,0.64,1.06,21,0,consistente,
2218,Pregnant woman in a crop top denied service at Washington restaurant for ‘violating the health code’,0.86,0.65,1.08,21,0,consistente,
2219,BOMBSHELL AUDIO=> Harvey Weinstein Admits To Groping Woman's Breasts -- 3 Women Accuse Him of Rape!,0.8,0.6,1.0,21,0,consistente,
2220,SOS Puerto Rico: 12% with power; Deaths From Leptospirosis; Surgeons Using Cellphones for Light.,0.91,0.68,1.14,21,0,consistente,
2221,Kentuckians bring first suit against Trump's Medicaid work requirements,0.87,0.65,1.09,21,0,consistente,
2222,U.S. Bombers Carry Out Exercise in South Korea in Show of Force to North,0.88,0.66,1.09,21,0,consistente,
2223,"Diet Rich in Apples and Tomatoes May Help Repair Lungs of Ex-Smokers, Study Suggests",0.91,0.68,1.13,21,0,consistente,
2224,"Venezuela Announces the “Petro” Digital Currency Backed by Gold, Oil and Diamonds",0.89,0.67,1.11,21,0,consistente,
2225,Department of Homeland Security is Collecting Social Media Data on All Immigrants,0.94,0.7,1.17,21,0,consistente,
2226,Photogallery - Why Andy Murray tennis fans should not ignore Tim Henman's comments,0.96,0.72,1.19,21,0,consistente,
2227,Sandy Hook victims’ families to argue case in Connecticut Supreme Court,0.92,0.69,1.15,21,0,consistente,
2228,Deplorables try to smear protesters as pedophilia supporters--and fail,0.9,0.68,1.13,21,0,consistente,
2229,"Trump tells Piers Morgan he’s sorry for retweeting ‘horrible, racist people’ from far-right British group",0.86,0.65,1.08,21,0,consistente,
2230,Photogallery - LeBron James compliments Lonzo Ball after breaking his record,0.93,0.7,1.16,21,0,consistente,
2231,Private School Teacher Teacher FIRED After A Father Discovered These Inappropriate Selfies [PHOTOS],0.85,0.64,1.06,21,0,consistente,
2232,ACA Repeal Would Have Disproportionately Harmed Women of Color,0.93,0.7,1.17,21,0,consistente,
2233,"Senate votes to advance debate on repealing, replacing Obamacare",0.86,0.64,1.07,21,0,consistente,
2234,How Much Can the Youth Vote Actually Help Democrats?,0.79,0.59,0.99,21,0,consistente,
2235,CyberBerkut publishes email of Democrat plot to blame Russia for hacking 2016 election,0.91,0.68,1.13,21,0,consistente,
2236,Yemen’s Houthi Rebels Claim Successful Ballistic Missile Attack On Saudi Millitary Base,0.87,0.65,1.09,21,0,consistente,
2237,Aroma Chemicals Market expected to reach US$6.57 bn by the end of 2024,0.9,0.67,1.12,21,0,consistente,
2238,RESIGN! KABC morning anchor Leeann Tweeden just nuked Al Franken with a #MeToo story of her own,0.86,0.64,1.07,21,0,consistente,
2239,Stanford Geologist Seriously Investigates Fictional Natural Disaster From Game Of Thrones,0.85,0.64,1.06,21,0,consistente,
2240,White supremacist terrorists are protected from the laws that affect Islamic terrorists,0.91,0.68,1.13,21,0,consistente,
2241,"Friends Provide Better Pain Relief Than Morphine, Oxford University Study Reveals",0.81,0.61,1.02,21,0,consistente,
2242,"As Critiques of UN Peacekeeping Missions Grow, Africa Seeks Peace on its own Terms",0.88,0.66,1.1,21,0,consistente,
2243,Palestinian Police Chief Says Hamas Must Give up Gaza Arms,0.88,0.66,1.11,21,0,consistente,
2244,U.N. Says Islamic State Executed Hundreds During Siege of Mosul,0.86,0.65,1.08,21,0,consistente,
2245,"Donald Trump Jr. says daddy wouldn't help him, made him talk to his assistant",0.86,0.65,1.08,21,0,consistente,
2246,"Trump Is Endangering Nuclear Deal, Says Iranian Foreign Minister",0.85,0.64,1.06,21,0,consistente,
2247,"For some victims, reporting a rape can bring doubt, abuse — and even prosecution",0.89,0.67,1.11,21,0,consistente,
2248,HBO posts Jorah's love letter to Daenerys in full,0.61,0.46,0.77,21,6,discrepante,
2249,NFL's Chris Long will be donating all of his 2017 football salary to education charity,0.92,0.69,1.15,21,0,consistente,
2250,Joy and Austin Forsyth are announcing their first pregnancy,0.88,0.66,1.1,21,0,consistente,
2251,U.N. Secretary-General António Guterres Indicates There Is Nothing Wrong with ‘America First’,0.81,0.61,1.01,21,0,consistente,
2252,"John Lear 24 July 17 Latest, on 911, Fake Moon Landing ’69, Roswell Plus John Lear Revisited [3 Part Videos]",0.84,0.63,1.04,21,0,consistente,
2253,Facebook says Russian-based operation spent $$150K on ads leading up to 2016 election: report,0.89,0.67,1.11,21,0,consistente,
2254,Why I am running progressive in the reddest congressional district in New York State,0.88,0.66,1.1,21,0,consistente,
2255,Why I’m Traveling 710 Miles to Attend the March for Life,0.89,0.67,1.12,21,0,consistente,
2256,Canada: Urbanite Finds Success Growing Organic Choy for Vancouver Market,0.93,0.69,1.16,21,0,consistente,
2257,"We Are the Democratic Party, How Can We Help You?",0.83,0.62,1.04,21,0,consistente,
2258,Lite Access bolstered as it wins C$1mln fibre-optic contract in British Columbia,0.89,0.67,1.11,21,0,consistente,
2259,Photogallery - Andy Murray will remain number one after Wimbledon 2017 concludes,0.9,0.68,1.13,21,0,consistente,
2260,"Andrei AKULOV. Russia, US Officials Revive Dialogue on Arms Control: Offering Glimmer of Hope. Strategic Culture Foundation. Оn-line journal",0.81,0.6,1.01,21,0,consistente,
2261,"Alabama sends a strong message: Democrats need to invest in black voters, not take them for granted",0.85,0.64,1.06,21,0,consistente,
2262,Does Anyone Actually Go Diving With a Dive Watch?,0.9,0.67,1.12,21,0,consistente,
2263,Microchips Now in Your Medicine – FDA Approves Tracking Pills & New Brain Implants Increase Memory,0.8,0.6,1.01,21,0,consistente,
2264,Fox pundit says Trump failed to redeem himself: ‘It’s impossible to be a good Jew and support Donald Trump’,0.9,0.68,1.13,21,0,consistente,
2265,Elizabeth Warren’s Republican Challenger: Return Money Ben Affleck Donated,0.85,0.64,1.06,21,0,consistente,
2266,GOP Tax Plan Would Eliminate Key Deduction for Many in Nursing Homes,0.79,0.59,0.99,21,0,consistente,
2267,Russia rejects US demands for changes to Iran nuclear deal,0.88,0.66,1.1,21,0,consistente,
2268,Prince Harry and Meghan Markle are planning their wedding their way,0.87,0.65,1.08,21,0,consistente,
2269,"Photogallery - 'My 600-lb Life' Nikki Webster rocks jeans, wedding dress after huge weight loss",0.84,0.63,1.05,21,0,consistente,
2270,Donald Jr. violated Federal Law when coordinating with Wikileaks,0.93,0.7,1.16,21,0,consistente,
2271,Pursuit Channel Joins Push For SCI’s 2018 Annual Hunters’ Convention,0.89,0.67,1.11,21,0,consistente,
2272,The project of the West has failed | Colonel Cassad,0.83,0.62,1.04,21,0,consistente,
2273,Trump sharply criticizes China while Melania is still there,0.86,0.64,1.07,21,0,consistente,
2274,Art Exhibit in Poland Shows Auschwitz Through Inmates’ Eyes,0.82,0.62,1.03,21,0,consistente,
2275,Donald Trump Jr. Demands Leak Inquiry of House Intelligence Committee,0.92,0.69,1.14,21,0,consistente,
2276,Gov.-elect Murphy volunteers on Thanksgiving: ‘We need a stronger safety net’,0.9,0.68,1.13,21,0,consistente,
2277,Twitter employee on last day at work deactivates Trump's account,0.85,0.64,1.06,21,0,consistente,
2278,Senate Intelligence Committee Is Reportedly Investigating Jill Stein Over Russia Ties,0.91,0.69,1.14,21,0,consistente,
2279,"Photogallery - Food has a major impact on getting pregnant faster, study says",0.8,0.6,1.0,21,0,consistente,
2280,WHOA: New Poll Shows Americans Want Massive Cuts to Legal Immigration MORE than Legalizing Dreamers,0.87,0.66,1.09,21,0,consistente,
2281,"Cigarette smoking has negative physical, emotional, and financial effects.",0.79,0.59,0.99,21,1,discrepante,
2282,Ex-intelligence czar warns it’s ‘pretty safe bet’ Kushner’s private email has been compromised by foreign spies,0.93,0.69,1.16,21,0,consistente,
2283,Graphic Video Shows Minneapolis Cop Shooting Two Innocent Service Dogs,0.87,0.65,1.09,21,0,consistente,
