frases_ingles,metrica,modelo,score
all thumbs,BERTSCORE,gemini,0.7139976620674133
all thumbs,BLEURT,gemini,-0.9792388677597046
all thumbs,COMET22,gemini,0.48767539858818054
all thumbs,KIWI-XL,gemini,0.2755108177661896
all thumbs,XCOMET-XL,gemini,0.5435971021652222
all thumbs,ROUGE,gemma3,0.0
all thumbs,BLEU,gemma3,0.0
all thumbs,BERTSCORE,gemma3,0.6532467603683472
all thumbs,BLEURT,gemma3,-1.7973437309265137
all thumbs,COMET22,gemma3,0.36963745951652527
all thumbs,KIWI-XL,gemma3,0.5632238984107971
all thumbs,XCOMET-XL,gemma3,0.40923309326171875
all thumbs,ROUGE,gemmaX,0.8
all thumbs,BLEU,gemmaX,0.0
all thumbs,BERTSCORE,gemmaX,0.875580906867981
all thumbs,BLEURT,gemmaX,0.9419981837272644
all thumbs,COMET22,gemmaX,0.8836702704429626
all thumbs,KIWI-XL,gemmaX,0.7213598489761353
all thumbs,XCOMET-XL,gemmaX,0.9410438537597656
all thumbs,ROUGE,gpt,0.6666666666666666
all thumbs,BLEU,gpt,0.0
all thumbs,BERTSCORE,gpt,0.8328967690467834
all thumbs,BLEURT,gpt,0.1949845403432846
all thumbs,COMET22,gpt,0.6701615452766418
all thumbs,KIWI-XL,gpt,0.8368804454803467
all thumbs,XCOMET-XL,gpt,0.92850261926651
all thumbs,ROUGE,llama,0.0
all thumbs,BLEU,llama,0.0
all thumbs,BERTSCORE,llama,0.6775110363960266
all thumbs,BLEURT,llama,-1.5957177877426147
all thumbs,COMET22,llama,0.41571706533432007
all thumbs,KIWI-XL,llama,0.5656936168670654
all thumbs,XCOMET-XL,llama,0.4426652789115906
all thumbs,ROUGE,marian,1.0
all thumbs,BLEU,marian,0.0
all thumbs,BERTSCORE,marian,1.0
all thumbs,BLEURT,marian,0.989010214805603
all thumbs,COMET22,marian,0.9801406264305115
all thumbs,KIWI-XL,marian,0.6719095706939697
all thumbs,XCOMET-XL,marian,0.9902118444442749
all thumbs,ROUGE,meta,0.22222222222222224
all thumbs,BLEU,meta,0.0
all thumbs,BERTSCORE,meta,0.7252987027168274
all thumbs,BLEURT,meta,-0.765831470489502
all thumbs,COMET22,meta,0.4103352725505829
all thumbs,KIWI-XL,meta,0.8044013977050781
all thumbs,XCOMET-XL,meta,0.6461753845214844
all thumbs,ROUGE,mistral,1.0
all thumbs,BLEU,mistral,0.0
all thumbs,BERTSCORE,mistral,0.8842564225196838
all thumbs,BLEURT,mistral,0.830331563949585
all thumbs,COMET22,mistral,0.8851480484008789
all thumbs,KIWI-XL,mistral,0.838448166847229
all thumbs,XCOMET-XL,mistral,0.9622937440872192
all thumbs,ROUGE,qwen,0.0
all thumbs,BLEU,qwen,0.0
all thumbs,BERTSCORE,qwen,0.6988574266433716
all thumbs,BLEURT,qwen,-1.3981319665908813
all thumbs,COMET22,qwen,0.538333535194397
all thumbs,KIWI-XL,qwen,0.875205934047699
all thumbs,XCOMET-XL,qwen,0.49072685837745667
bend the rules,ROUGE,gemini,0.5714285714285715
bend the rules,BLEU,gemini,0.0
bend the rules,BERTSCORE,gemini,0.8785499930381775
bend the rules,BLEURT,gemini,0.5827521085739136
bend the rules,COMET22,gemini,0.7204514741897583
bend the rules,KIWI-XL,gemini,0.7172219753265381
bend the rules,XCOMET-XL,gemini,0.9481096267700195
bend the rules,ROUGE,gemma3,0.8571428571428571
bend the rules,BLEU,gemma3,0.0
bend the rules,BERTSCORE,gemma3,0.9262354969978333
bend the rules,BLEURT,gemma3,0.6854395866394043
bend the rules,COMET22,gemma3,0.9233260750770569
bend the rules,KIWI-XL,gemma3,0.42359983921051025
bend the rules,XCOMET-XL,gemma3,0.9718489646911621
bend the rules,ROUGE,gemmaX,0.4444444444444444
bend the rules,BLEU,gemmaX,0.0
bend the rules,BERTSCORE,gemmaX,0.786893367767334
bend the rules,BLEURT,gemmaX,0.15302865207195282
bend the rules,COMET22,gemmaX,0.7005772590637207
bend the rules,KIWI-XL,gemmaX,0.4474292993545532
bend the rules,XCOMET-XL,gemmaX,0.9696944952011108
bend the rules,ROUGE,gpt,0.6666666666666666
bend the rules,BLEU,gpt,0.0
bend the rules,BERTSCORE,gpt,0.8352603912353516
bend the rules,BLEURT,gpt,0.28487423062324524
bend the rules,COMET22,gpt,0.8352498412132263
bend the rules,KIWI-XL,gpt,0.39521726965904236
bend the rules,XCOMET-XL,gpt,0.9860843420028687
bend the rules,ROUGE,llama,0.6666666666666666
bend the rules,BLEU,llama,0.0
bend the rules,BERTSCORE,llama,0.8620694875717163
bend the rules,BLEURT,llama,0.6920489072799683
bend the rules,COMET22,llama,0.8480201363563538
bend the rules,KIWI-XL,llama,1.0609984397888184
bend the rules,XCOMET-XL,llama,0.9835095405578613
bend the rules,ROUGE,marian,1.0
bend the rules,BLEU,marian,0.0
bend the rules,BERTSCORE,marian,0.9999999403953552
bend the rules,BLEURT,marian,1.0526975393295288
bend the rules,COMET22,marian,0.9829720854759216
bend the rules,KIWI-XL,marian,0.7284905910491943
bend the rules,XCOMET-XL,marian,0.9837750196456909
bend the rules,ROUGE,meta,0.3333333333333333
bend the rules,BLEU,meta,0.0
bend the rules,BERTSCORE,meta,0.8030087947845459
bend the rules,BLEURT,meta,-1.0934754610061646
bend the rules,COMET22,meta,0.6008619070053101
bend the rules,KIWI-XL,meta,-0.06868679076433182
bend the rules,XCOMET-XL,meta,0.7845039963722229
bend the rules,ROUGE,mistral,0.6666666666666666
bend the rules,BLEU,mistral,0.0
bend the rules,BERTSCORE,mistral,0.9448626637458801
bend the rules,BLEURT,mistral,0.7295609712600708
bend the rules,COMET22,mistral,0.8962620496749878
bend the rules,KIWI-XL,mistral,0.9180137515068054
bend the rules,XCOMET-XL,mistral,0.9446977376937866
bend the rules,ROUGE,qwen,0.6666666666666666
bend the rules,BLEU,qwen,0.0
bend the rules,BERTSCORE,qwen,0.9448626637458801
bend the rules,BLEURT,qwen,0.7295609712600708
bend the rules,COMET22,qwen,0.9142860174179077
bend the rules,KIWI-XL,qwen,1.005369782447815
bend the rules,XCOMET-XL,qwen,0.9782955646514893
bring to the table,ROUGE,gemini,0.28571428571428575
bring to the table,BLEU,gemini,0.0
bring to the table,BERTSCORE,gemini,0.7442718148231506
bring to the table,BLEURT,gemini,-0.9195743799209595
bring to the table,COMET22,gemini,0.47503721714019775
bring to the table,KIWI-XL,gemini,-0.006199022755026817
bring to the table,XCOMET-XL,gemini,0.7910149693489075
bring to the table,ROUGE,gemma3,0.8
bring to the table,BLEU,gemma3,0.0
bring to the table,BERTSCORE,gemma3,0.8480860590934753
bring to the table,BLEURT,gemma3,-0.20369233191013336
bring to the table,COMET22,gemma3,0.6885952949523926
bring to the table,KIWI-XL,gemma3,0.5918656587600708
bring to the table,XCOMET-XL,gemma3,0.8306022882461548
bring to the table,ROUGE,gemmaX,1.0
bring to the table,BLEU,gemmaX,1.0
bring to the table,BERTSCORE,gemmaX,0.9999998807907104
bring to the table,BLEURT,gemmaX,1.1014422178268433
bring to the table,COMET22,gemmaX,0.9810420870780945
bring to the table,KIWI-XL,gemmaX,0.6549006104469299
bring to the table,XCOMET-XL,gemmaX,0.9879728555679321
bring to the table,ROUGE,gpt,1.0
bring to the table,BLEU,gpt,1.0
bring to the table,BERTSCORE,gpt,0.9999998807907104
bring to the table,BLEURT,gpt,1.1014422178268433
bring to the table,COMET22,gpt,0.9819273352622986
bring to the table,KIWI-XL,gpt,0.316264808177948
bring to the table,XCOMET-XL,gpt,0.9867889881134033
bring to the table,ROUGE,llama,0.888888888888889
bring to the table,BLEU,llama,0.0
bring to the table,BERTSCORE,llama,0.870796263217926
bring to the table,BLEURT,llama,0.6438040733337402
bring to the table,COMET22,llama,0.9138259887695312
bring to the table,KIWI-XL,llama,0.9880345463752747
bring to the table,XCOMET-XL,llama,1.0
bring to the table,ROUGE,marian,0.888888888888889
bring to the table,BLEU,marian,0.0
bring to the table,BERTSCORE,marian,0.9351924657821655
bring to the table,BLEURT,marian,0.7034810781478882
bring to the table,COMET22,marian,0.9385072588920593
bring to the table,KIWI-XL,marian,0.1490301489830017
bring to the table,XCOMET-XL,marian,0.988618016242981
bring to the table,ROUGE,meta,0.5714285714285715
bring to the table,BLEU,meta,0.0
bring to the table,BERTSCORE,meta,0.813940167427063
bring to the table,BLEURT,meta,-0.7173885107040405
bring to the table,COMET22,meta,0.7149413228034973
bring to the table,KIWI-XL,meta,0.6088506579399109
bring to the table,XCOMET-XL,meta,0.9395484328269958
bring to the table,ROUGE,mistral,0.888888888888889
bring to the table,BLEU,mistral,0.668740304976422
bring to the table,BERTSCORE,mistral,0.9490447044372559
bring to the table,BLEURT,mistral,0.8233953714370728
bring to the table,COMET22,mistral,0.8702861666679382
bring to the table,KIWI-XL,mistral,-0.08638839423656464
bring to the table,XCOMET-XL,mistral,0.893708348274231
bring to the table,ROUGE,qwen,0.888888888888889
bring to the table,BLEU,qwen,0.668740304976422
bring to the table,BERTSCORE,qwen,0.9490447044372559
bring to the table,BLEURT,qwen,0.8233953714370728
bring to the table,COMET22,qwen,0.9138357043266296
bring to the table,KIWI-XL,qwen,0.1817445456981659
bring to the table,XCOMET-XL,qwen,0.965726912021637
crash and burn,ROUGE,gemini,0.0
crash and burn,BLEU,gemini,0.0
crash and burn,BERTSCORE,gemini,0.6771189570426941
crash and burn,BLEURT,gemini,-0.518487811088562
crash and burn,COMET22,gemini,0.44778773188591003
crash and burn,KIWI-XL,gemini,0.7117865085601807
crash and burn,XCOMET-XL,gemini,0.780529260635376
crash and burn,ROUGE,gemma3,0.0
crash and burn,BLEU,gemma3,0.0
crash and burn,BERTSCORE,gemma3,0.6627920866012573
crash and burn,BLEURT,gemma3,0.0005975803360342979
crash and burn,COMET22,gemma3,0.43106818199157715
crash and burn,KIWI-XL,gemma3,0.8252224922180176
crash and burn,XCOMET-XL,gemma3,0.9311320781707764
crash and burn,ROUGE,gemmaX,1.0
crash and burn,BLEU,gemmaX,0.0
crash and burn,BERTSCORE,gemmaX,1.0
crash and burn,BLEURT,gemmaX,1.037499189376831
crash and burn,COMET22,gemmaX,0.9907425045967102
crash and burn,KIWI-XL,gemmaX,-0.05694931000471115
crash and burn,XCOMET-XL,gemmaX,1.0
crash and burn,ROUGE,gpt,0.6666666666666666
crash and burn,BLEU,gpt,0.0
crash and burn,BERTSCORE,gpt,0.9003123044967651
crash and burn,BLEURT,gpt,0.3333531320095062
crash and burn,COMET22,gpt,0.8007170557975769
crash and burn,KIWI-XL,gpt,0.9318124651908875
crash and burn,XCOMET-XL,gpt,0.9824000597000122
crash and burn,ROUGE,llama,0.36363636363636365
crash and burn,BLEU,llama,0.0
crash and burn,BERTSCORE,llama,0.7351028323173523
crash and burn,BLEURT,llama,-0.6008614301681519
crash and burn,COMET22,llama,0.5383517742156982
crash and burn,KIWI-XL,llama,-0.20863664150238037
crash and burn,XCOMET-XL,llama,0.506411075592041
crash and burn,ROUGE,marian,0.6666666666666666
crash and burn,BLEU,marian,0.0
crash and burn,BERTSCORE,marian,0.8716505765914917
crash and burn,BLEURT,marian,-0.6312291622161865
crash and burn,COMET22,marian,0.6895664930343628
crash and burn,KIWI-XL,marian,0.22038882970809937
crash and burn,XCOMET-XL,marian,0.8742620944976807
crash and burn,ROUGE,meta,0.0
crash and burn,BLEU,meta,0.0
crash and burn,BERTSCORE,meta,0.7069275975227356
crash and burn,BLEURT,meta,-0.23494912683963776
crash and burn,COMET22,meta,0.5090119242668152
crash and burn,KIWI-XL,meta,0.7266272902488708
crash and burn,XCOMET-XL,meta,0.672024130821228
crash and burn,ROUGE,mistral,0.3333333333333333
crash and burn,BLEU,mistral,0.0
crash and burn,BERTSCORE,mistral,0.8818188905715942
crash and burn,BLEURT,mistral,0.2591691315174103
crash and burn,COMET22,mistral,0.820112407207489
crash and burn,KIWI-XL,mistral,0.6853494644165039
crash and burn,XCOMET-XL,mistral,0.9682480096817017
crash and burn,ROUGE,qwen,0.6666666666666666
crash and burn,BLEU,qwen,0.0
crash and burn,BERTSCORE,qwen,0.9003123044967651
crash and burn,BLEURT,qwen,0.3333531320095062
crash and burn,COMET22,qwen,0.8007168173789978
crash and burn,KIWI-XL,qwen,0.9318119287490845
crash and burn,XCOMET-XL,qwen,0.9824000597000122
bare bones,ROUGE,gemini,0.0
bare bones,BLEU,gemini,0.0
bare bones,BERTSCORE,gemini,0.6958483457565308
bare bones,BLEURT,gemini,-1.2546123266220093
bare bones,COMET22,gemini,0.655627965927124
bare bones,KIWI-XL,gemini,1.0425018072128296
bare bones,XCOMET-XL,gemini,0.8762998580932617
bare bones,ROUGE,gemma3,0.0
bare bones,BLEU,gemma3,0.0
bare bones,BERTSCORE,gemma3,0.6937713027000427
bare bones,BLEURT,gemma3,-1.4343756437301636
bare bones,COMET22,gemma3,0.6161407828330994
bare bones,KIWI-XL,gemma3,0.8619359135627747
bare bones,XCOMET-XL,gemma3,0.7179226875305176
bare bones,ROUGE,gemmaX,1.0
bare bones,BLEU,gemmaX,0.0
bare bones,BERTSCORE,gemmaX,0.9999998807907104
bare bones,BLEURT,gemmaX,1.0046136379241943
bare bones,COMET22,gemmaX,0.9922395944595337
bare bones,KIWI-XL,gemmaX,-0.06245347857475281
bare bones,XCOMET-XL,gemmaX,1.0
bare bones,ROUGE,gpt,0.0
bare bones,BLEU,gpt,0.0
bare bones,BERTSCORE,gpt,0.8066100478172302
bare bones,BLEURT,gpt,-0.29695799946784973
bare bones,COMET22,gpt,0.6390259861946106
bare bones,KIWI-XL,gpt,1.030735969543457
bare bones,XCOMET-XL,gpt,0.9251323938369751
bare bones,ROUGE,llama,0.0
bare bones,BLEU,llama,0.0
bare bones,BERTSCORE,llama,0.7787431478500366
bare bones,BLEURT,llama,-0.6474197506904602
bare bones,COMET22,llama,0.5968601107597351
bare bones,KIWI-XL,llama,0.9572458863258362
bare bones,XCOMET-XL,llama,0.9489206075668335
bare bones,ROUGE,marian,0.5
bare bones,BLEU,marian,0.0
bare bones,BERTSCORE,marian,0.945519208908081
bare bones,BLEURT,marian,0.9931424856185913
bare bones,COMET22,marian,0.623634397983551
bare bones,KIWI-XL,marian,0.021237516775727272
bare bones,XCOMET-XL,marian,0.8755512237548828
bare bones,ROUGE,meta,0.0
bare bones,BLEU,meta,0.0
bare bones,BERTSCORE,meta,0.649705708026886
bare bones,BLEURT,meta,-1.3530986309051514
bare bones,COMET22,meta,0.5360825061798096
bare bones,KIWI-XL,meta,0.714871883392334
bare bones,XCOMET-XL,meta,0.9586665630340576
bare bones,ROUGE,mistral,0.0
bare bones,BLEU,mistral,0.0
bare bones,BERTSCORE,mistral,0.8264623284339905
bare bones,BLEURT,mistral,-0.04434044659137726
bare bones,COMET22,mistral,0.7549774646759033
bare bones,KIWI-XL,mistral,0.7374060750007629
bare bones,XCOMET-XL,mistral,0.7823264598846436
bare bones,ROUGE,qwen,0.0
bare bones,BLEU,qwen,0.0
bare bones,BERTSCORE,qwen,0.7293848991394043
bare bones,BLEURT,qwen,-1.1317824125289917
bare bones,COMET22,qwen,0.5921370387077332
bare bones,KIWI-XL,qwen,1.0078420639038086
bare bones,XCOMET-XL,qwen,0.9416743516921997
an uphill battle,ROUGE,gemini,0.3333333333333333
an uphill battle,BLEU,gemini,0.0
an uphill battle,BERTSCORE,gemini,0.8594955801963806
an uphill battle,BLEURT,gemini,-0.03437049686908722
an uphill battle,COMET22,gemini,0.9271007776260376
an uphill battle,KIWI-XL,gemini,1.1238676309585571
an uphill battle,XCOMET-XL,gemini,0.9936751127243042
an uphill battle,ROUGE,gemma3,0.0
an uphill battle,BLEU,gemma3,0.0
an uphill battle,BERTSCORE,gemma3,0.7538616061210632
an uphill battle,BLEURT,gemma3,-0.513045608997345
an uphill battle,COMET22,gemma3,0.7283573746681213
an uphill battle,KIWI-XL,gemma3,1.0757168531417847
an uphill battle,XCOMET-XL,gemma3,0.8850696682929993
an uphill battle,ROUGE,gemmaX,0.3333333333333333
an uphill battle,BLEU,gemmaX,0.0
an uphill battle,BERTSCORE,gemmaX,0.8590742349624634
an uphill battle,BLEURT,gemmaX,0.08303283154964447
an uphill battle,COMET22,gemmaX,0.9323858618736267
an uphill battle,KIWI-XL,gemmaX,1.0663167238235474
an uphill battle,XCOMET-XL,gemmaX,0.9911062717437744
an uphill battle,ROUGE,gpt,0.3333333333333333
an uphill battle,BLEU,gpt,0.0
an uphill battle,BERTSCORE,gpt,0.8590742349624634
an uphill battle,BLEURT,gpt,0.08303283154964447
an uphill battle,COMET22,gpt,0.9323858022689819
an uphill battle,KIWI-XL,gpt,1.0663167238235474
an uphill battle,XCOMET-XL,gpt,0.9911062717437744
an uphill battle,ROUGE,llama,0.3333333333333333
an uphill battle,BLEU,llama,0.0
an uphill battle,BERTSCORE,llama,0.8135856986045837
an uphill battle,BLEURT,llama,-0.6222267150878906
an uphill battle,COMET22,llama,0.7183247804641724
an uphill battle,KIWI-XL,llama,0.4266436994075775
an uphill battle,XCOMET-XL,llama,0.7122321724891663
an uphill battle,ROUGE,marian,0.3333333333333333
an uphill battle,BLEU,marian,0.0
an uphill battle,BERTSCORE,marian,0.847322940826416
an uphill battle,BLEURT,marian,-1.1202569007873535
an uphill battle,COMET22,marian,0.5421398878097534
an uphill battle,KIWI-XL,marian,0.6690841317176819
an uphill battle,XCOMET-XL,marian,0.6948238611221313
an uphill battle,ROUGE,meta,0.25
an uphill battle,BLEU,meta,0.0
an uphill battle,BERTSCORE,meta,0.812940239906311
an uphill battle,BLEURT,meta,-0.6935115456581116
an uphill battle,COMET22,meta,0.7362688183784485
an uphill battle,KIWI-XL,meta,1.0194673538208008
an uphill battle,XCOMET-XL,meta,0.9801059365272522
an uphill battle,ROUGE,mistral,0.3333333333333333
an uphill battle,BLEU,mistral,0.0
an uphill battle,BERTSCORE,mistral,0.7940791845321655
an uphill battle,BLEURT,mistral,-0.7538756728172302
an uphill battle,COMET22,mistral,0.6846966743469238
an uphill battle,KIWI-XL,mistral,0.6585006713867188
an uphill battle,XCOMET-XL,mistral,0.8966462016105652
an uphill battle,ROUGE,qwen,0.3333333333333333
an uphill battle,BLEU,qwen,0.0
an uphill battle,BERTSCORE,qwen,0.8671442866325378
an uphill battle,BLEURT,qwen,-0.3112832009792328
an uphill battle,COMET22,qwen,0.9088601469993591
an uphill battle,KIWI-XL,qwen,0.8837255239486694
an uphill battle,XCOMET-XL,qwen,0.9314826726913452
cast a shadow,ROUGE,gemini,0.6666666666666666
cast a shadow,BLEU,gemini,0.0
cast a shadow,BERTSCORE,gemini,0.9752154350280762
cast a shadow,BLEURT,gemini,0.9808003902435303
cast a shadow,COMET22,gemini,0.8743202686309814
cast a shadow,KIWI-XL,gemini,0.45185279846191406
cast a shadow,XCOMET-XL,gemini,0.9866901636123657
cast a shadow,ROUGE,gemma3,0.8571428571428571
cast a shadow,BLEU,gemma3,0.0
cast a shadow,BERTSCORE,gemma3,0.9336856007575989
cast a shadow,BLEURT,gemma3,0.6345545053482056
cast a shadow,COMET22,gemma3,0.889607846736908
cast a shadow,KIWI-XL,gemma3,0.7497391700744629
cast a shadow,XCOMET-XL,gemma3,0.9802500605583191
cast a shadow,ROUGE,gemmaX,1.0
cast a shadow,BLEU,gemmaX,0.0
cast a shadow,BERTSCORE,gemmaX,0.9999999403953552
cast a shadow,BLEURT,gemmaX,1.1031123399734497
cast a shadow,COMET22,gemmaX,0.986671507358551
cast a shadow,KIWI-XL,gemmaX,0.8445897102355957
cast a shadow,XCOMET-XL,gemmaX,0.9895097017288208
cast a shadow,ROUGE,gpt,0.8571428571428571
cast a shadow,BLEU,gpt,0.0
cast a shadow,BERTSCORE,gpt,0.9336856007575989
cast a shadow,BLEURT,gpt,0.6345545053482056
cast a shadow,COMET22,gpt,0.9119033813476562
cast a shadow,KIWI-XL,gpt,0.7445043325424194
cast a shadow,XCOMET-XL,gpt,0.9866966009140015
cast a shadow,ROUGE,llama,0.25
cast a shadow,BLEU,llama,0.0
cast a shadow,BERTSCORE,llama,0.7574586272239685
cast a shadow,BLEURT,llama,-0.5485564470291138
cast a shadow,COMET22,llama,0.47727999091148376
cast a shadow,KIWI-XL,llama,-0.07159904390573502
cast a shadow,XCOMET-XL,llama,0.8310678005218506
cast a shadow,ROUGE,marian,1.0
cast a shadow,BLEU,marian,0.0
