indice,dataset,ingles_original,melhor_trad,melhor_modelo,melhor_prompt,outro_modelo,outro_prompt,outra_trad,parascore
357,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gemma3,prompt4,Tranquilo como um pepino.,0.9453
357,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gemmaX,sem_prompt,frio como um pepino,0.9272
64,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gpt,prompt2,tranquilo como um pepino,0.9444
64,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gpt,prompt4,tranquilo como um pepino,0.9444
64,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gemini,prompt4,Calmo como um pepino.,0.9588
64,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gemma3,prompt2,Calmo como uma pepino.,0.9422
64,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gemma3,prompt4,Frio como gelo.,0.9039
64,manual_data,cool as a cucumber,"Calmo como um pepino.
",gemini,prompt2,gemmaX,sem_prompt,frio como um pepino,0.9272
339,manual_data,She is playing piano in the evening.,"Ela está tocando piano à noite.
",gemini,prompt2,gpt,prompt2,Ela está tocando piano à noite.,0.956
339,manual_data,She is playing piano in the evening.,"Ela está tocando piano à noite.
",gemini,prompt2,gpt,prompt4,Ela está dedilhando piano à luz da lua.,0.9076
339,manual_data,She is playing piano in the evening.,"Ela está tocando piano à noite.
",gemini,prompt2,gemini,prompt4,Ela despeja a noite no piano.,0.9469
339,manual_data,She is playing piano in the evening.,"Ela está tocando piano à noite.
",gemini,prompt2,gemma3,prompt2,Ela está tocando piano à noite.,0.956
339,manual_data,She is playing piano in the evening.,"Ela está tocando piano à noite.
",gemini,prompt2,gemma3,prompt4,Ela tece melodias ao cair da noite.,0.9027
339,manual_data,She is playing piano in the evening.,"Ela está tocando piano à noite.
",gemini,prompt2,gemmaX,sem_prompt,Ela está tocando piano à noite.,0.956
102,manual_data,feast your eyes,"Delicie seus olhos
",gemini,prompt2,gpt,prompt2,Delicie os olhos.,0.8831
102,manual_data,feast your eyes,"Delicie seus olhos
",gemini,prompt2,gpt,prompt4,Delicie-se com a visão.,0.8434
102,manual_data,feast your eyes,"Delicie seus olhos
",gemini,prompt2,gemini,prompt4,Aproveite o banquete visual!,0.8038
102,manual_data,feast your eyes,"Delicie seus olhos
",gemini,prompt2,gemma3,prompt2,Contemplem com os olhos.,0.8503
102,manual_data,feast your eyes,"Delicie seus olhos
",gemini,prompt2,gemma3,prompt4,Banqueteie os olhos.,0.8699
102,manual_data,feast your eyes,"Delicie seus olhos
",gemini,prompt2,gemmaX,sem_prompt,Deleite os seus olhos,0.8763
590,manual_data,carry a torch,carregar uma tocha,gpt,prompt2,gpt,prompt4,manter a chama acesa,0.8778
590,manual_data,carry a torch,carregar uma tocha,gpt,prompt2,gemini,prompt2,Manter acesa a chama,0.8511
590,manual_data,carry a torch,carregar uma tocha,gpt,prompt2,gemini,prompt4,Guardar a chama.,0.8731
590,manual_data,carry a torch,carregar uma tocha,gpt,prompt2,gemma3,prompt2,Guardar uma chama.,0.9084
590,manual_data,carry a torch,carregar uma tocha,gpt,prompt2,gemma3,prompt4,Guardar no coração.,0.8757
590,manual_data,carry a torch,carregar uma tocha,gpt,prompt2,gemmaX,sem_prompt,carregar uma tocha,0.95
624,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gpt,prompt2,pé no chão,0.9747
624,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gpt,prompt4,pé no chão,0.9747
624,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gemini,prompt4,Com os pés no chão.,0.9004
624,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gemma3,prompt2,Pé no chão.,0.9034
624,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gemma3,prompt4,Com os pés no chão.,0.9004
624,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gemmaX,sem_prompt,down to earth,0.8274
267,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gpt,prompt2,pé no chão,0.9747
267,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gpt,prompt4,pé no chão,0.9747
267,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gemini,prompt4,Pé no chão.,0.9034
267,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gemma3,prompt2,Pé no chão,0.9675
267,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gemma3,prompt4,Com os pés no chão.,0.9004
267,manual_data,down to earth,"Pé no chão
",gemini,prompt2,gemmaX,sem_prompt,down to earth,0.8274
109,manual_data,He went for a jog in the morning.,"Ele foi correr de manhã.
",gemini,prompt2,gpt,prompt2,Ele foi correr de manhã.,0.9577
109,manual_data,He went for a jog in the morning.,"Ele foi correr de manhã.
",gemini,prompt2,gpt,prompt4,Ele saiu para uma corrida pela manhã.,0.9366
109,manual_data,He went for a jog in the morning.,"Ele foi correr de manhã.
",gemini,prompt2,gemini,prompt4,Ele foi dar uma corridinha pela manhã.,0.9308
109,manual_data,He went for a jog in the morning.,"Ele foi correr de manhã.
",gemini,prompt2,gemma3,prompt2,Ele foi correr de manhã.,0.9577
109,manual_data,He went for a jog in the morning.,"Ele foi correr de manhã.
",gemini,prompt2,gemma3,prompt4,Ele deu um mergulho na manhã.,0.9128
109,manual_data,He went for a jog in the morning.,"Ele foi correr de manhã.
",gemini,prompt2,gemmaX,sem_prompt,Ele foi correr de manhã.,0.9577
638,manual_data,against the clock,contra o relógio,gemmaX,sem_prompt,gpt,prompt2,contra o tempo,0.9076
638,manual_data,against the clock,contra o relógio,gemmaX,sem_prompt,gpt,prompt4,contra o tempo,0.9076
638,manual_data,against the clock,contra o relógio,gemmaX,sem_prompt,gemini,prompt2,Contra o tempo,0.8618
638,manual_data,against the clock,contra o relógio,gemmaX,sem_prompt,gemini,prompt4,Contra o relógio.,0.8942
638,manual_data,against the clock,contra o relógio,gemmaX,sem_prompt,gemma3,prompt2,Contra o tempo,0.8618
638,manual_data,against the clock,contra o relógio,gemmaX,sem_prompt,gemma3,prompt4,Na corda bamba do tempo.,0.7822
467,manual_data,a tower of strength,uma torre de força,gemmaX,sem_prompt,gpt,prompt2,uma torre de força,0.95
467,manual_data,a tower of strength,uma torre de força,gemmaX,sem_prompt,gpt,prompt4,pilar de força,0.9696
467,manual_data,a tower of strength,uma torre de força,gemmaX,sem_prompt,gemini,prompt2,Uma torre de força,0.9261
467,manual_data,a tower of strength,uma torre de força,gemmaX,sem_prompt,gemini,prompt4,Uma torre de sustentação.,0.9159
467,manual_data,a tower of strength,uma torre de força,gemmaX,sem_prompt,gemma3,prompt2,Uma torre de força,0.9261
467,manual_data,a tower of strength,uma torre de força,gemmaX,sem_prompt,gemma3,prompt4,Pilastra de firmeza.,0.8229
251,manual_data,as free as a bird,Livre como um pássaro,gemmaX,sem_prompt,gpt,prompt2,livre como um pássaro,0.9368
251,manual_data,as free as a bird,Livre como um pássaro,gemmaX,sem_prompt,gpt,prompt4,livre como um pássaro,0.9368
251,manual_data,as free as a bird,Livre como um pássaro,gemmaX,sem_prompt,gemini,prompt2,Livre como um pássaro.,0.9146
251,manual_data,as free as a bird,Livre como um pássaro,gemmaX,sem_prompt,gemini,prompt4,Livre como um pássaro.,0.9146
251,manual_data,as free as a bird,Livre como um pássaro,gemmaX,sem_prompt,gemma3,prompt2,Livre como um pássaro.,0.9146
251,manual_data,as free as a bird,Livre como um pássaro,gemmaX,sem_prompt,gemma3,prompt4,Livre como o vento.,0.8985
186,manual_data,bury your head in the sand,enterre sua cabeça na areia,gemmaX,sem_prompt,gpt,prompt2,enterrar a cabeça na areia,0.9177
186,manual_data,bury your head in the sand,enterre sua cabeça na areia,gemmaX,sem_prompt,gpt,prompt4,enterrar a cabeça na areia,0.9177
186,manual_data,bury your head in the sand,enterre sua cabeça na areia,gemmaX,sem_prompt,gemini,prompt2,Enterrar a cabeça na areia.,0.9216
186,manual_data,bury your head in the sand,enterre sua cabeça na areia,gemmaX,sem_prompt,gemini,prompt4,Enfiar a cabeça na areia.,0.905
186,manual_data,bury your head in the sand,enterre sua cabeça na areia,gemmaX,sem_prompt,gemma3,prompt2,Enche o sandeiro com a cabeça.,0.8784
186,manual_data,bury your head in the sand,enterre sua cabeça na areia,gemmaX,sem_prompt,gemma3,prompt4,Virar a cara para o problema.,0.8533
615,manual_data,black mark,marca negra,gpt,prompt2,gpt,prompt4,marca negra,0.95
615,manual_data,black mark,marca negra,gpt,prompt2,gemini,prompt2,Mancha negra,0.8342
615,manual_data,black mark,marca negra,gpt,prompt2,gemini,prompt4,Mancha negra.,0.7996
615,manual_data,black mark,marca negra,gpt,prompt2,gemma3,prompt2,Mácula,0.8572
615,manual_data,black mark,marca negra,gpt,prompt2,gemma3,prompt4,Mancha negra.,0.7996
615,manual_data,black mark,marca negra,gpt,prompt2,gemmaX,sem_prompt,marca preta,0.8804
443,manual_data,all in a day's work,"Tudo em um dia de trabalho.
",gemini,prompt2,gpt,prompt2,tudo em um dia de trabalho,0.9473
443,manual_data,all in a day's work,"Tudo em um dia de trabalho.
",gemini,prompt2,gpt,prompt4,Tudo em um dia de trabalho.,0.9569
443,manual_data,all in a day's work,"Tudo em um dia de trabalho.
",gemini,prompt2,gemini,prompt4,Coisa de profissional.,0.8815
443,manual_data,all in a day's work,"Tudo em um dia de trabalho.
",gemini,prompt2,gemma3,prompt2,Faz parte do trabalho.,0.9028
443,manual_data,all in a day's work,"Tudo em um dia de trabalho.
",gemini,prompt2,gemma3,prompt4,Rotina.,0.8522
443,manual_data,all in a day's work,"Tudo em um dia de trabalho.
",gemini,prompt2,gemmaX,sem_prompt,tudo num dia de trabalho,0.9377
99,manual_data,He is attending a wedding.,"Ele está indo a um casamento.
",gemini,prompt2,gpt,prompt2,Ele está participando de um casamento.,0.958
99,manual_data,He is attending a wedding.,"Ele está indo a um casamento.
",gemini,prompt2,gpt,prompt4,Ele está indo a um casamento.,0.9564
99,manual_data,He is attending a wedding.,"Ele está indo a um casamento.
",gemini,prompt2,gemini,prompt4,Ele está de copo cheio.,0.8789
99,manual_data,He is attending a wedding.,"Ele está indo a um casamento.
",gemini,prompt2,gemma3,prompt2,Ele está comparecendo a um casamento.,0.9217
99,manual_data,He is attending a wedding.,"Ele está indo a um casamento.
",gemini,prompt2,gemma3,prompt4,Ele está selando um pacto de almas.,0.9078
99,manual_data,He is attending a wedding.,"Ele está indo a um casamento.
",gemini,prompt2,gemmaX,sem_prompt,Ele está indo para um casamento.,0.9578
277,manual_data,a mountain to climb,"Uma montanha para escalar
",gemini,prompt2,gpt,prompt2,uma montanha a escalar,0.9469
277,manual_data,a mountain to climb,"Uma montanha para escalar
",gemini,prompt2,gpt,prompt4,uma montanha a escalar,0.9469
277,manual_data,a mountain to climb,"Uma montanha para escalar
",gemini,prompt2,gemini,prompt4,Uma montanha a escalar.,0.9251
277,manual_data,a mountain to climb,"Uma montanha para escalar
",gemini,prompt2,gemma3,prompt2,Uma montanha para escalar.,0.922
277,manual_data,a mountain to climb,"Uma montanha para escalar
",gemini,prompt2,gemma3,prompt4,Uma montanha a escalar.,0.9251
277,manual_data,a mountain to climb,"Uma montanha para escalar
",gemini,prompt2,gemmaX,sem_prompt,uma montanha para escalar,0.9488
272,manual_data,crack the code,quebrar o código,gemmaX,sem_prompt,gpt,prompt2,decifrar o código,0.9425
272,manual_data,crack the code,quebrar o código,gemmaX,sem_prompt,gpt,prompt4,decifrar o enigma,0.8562
272,manual_data,crack the code,quebrar o código,gemmaX,sem_prompt,gemini,prompt2,Decifrar o código,0.933
272,manual_data,crack the code,quebrar o código,gemmaX,sem_prompt,gemini,prompt4,Desvendar o enigma,0.8153
272,manual_data,crack the code,quebrar o código,gemmaX,sem_prompt,gemma3,prompt2,Decifrar o código,0.933
272,manual_data,crack the code,quebrar o código,gemmaX,sem_prompt,gemma3,prompt4,Desvendar o enigma.,0.8253
696,manual_data,like a fish to water,Como um peixe na água.,gemma3,prompt2,gpt,prompt2,como peixe na água,0.9706
696,manual_data,like a fish to water,Como um peixe na água.,gemma3,prompt2,gpt,prompt4,como peixe na água,0.9706
696,manual_data,like a fish to water,Como um peixe na água.,gemma3,prompt2,gemini,prompt2,Como peixe na água.,0.9639
696,manual_data,like a fish to water,Como um peixe na água.,gemma3,prompt2,gemini,prompt4,Como peixe na água.,0.9639
696,manual_data,like a fish to water,Como um peixe na água.,gemma3,prompt2,gemma3,prompt4,Como se estivesse em casa.,0.8875
696,manual_data,like a fish to water,Como um peixe na água.,gemma3,prompt2,gemmaX,sem_prompt,como um peixe à água,0.9293
236,manual_data,ball of fire,bola de fogo,gemmaX,sem_prompt,gpt,prompt2,bola de fogo,0.95
236,manual_data,ball of fire,bola de fogo,gemmaX,sem_prompt,gpt,prompt4,bola de fogo,0.95
236,manual_data,ball of fire,bola de fogo,gemmaX,sem_prompt,gemini,prompt2,Bola de fogo,0.9594
236,manual_data,ball of fire,bola de fogo,gemmaX,sem_prompt,gemini,prompt4,Um vulcão de emoções,0.7975
236,manual_data,ball of fire,bola de fogo,gemmaX,sem_prompt,gemma3,prompt2,Bola de fogo,0.9594
236,manual_data,ball of fire,bola de fogo,gemmaX,sem_prompt,gemma3,prompt4,Força da natureza.,0.8249
698,manual_data,adding fuel to the fire,Acrescentando combustível ao fogo,gemmaX,sem_prompt,gpt,prompt2,colocando mais lenha na fogueira,0.8434
698,manual_data,adding fuel to the fire,Acrescentando combustível ao fogo,gemmaX,sem_prompt,gpt,prompt4,alimentar o fogo,0.8862
698,manual_data,adding fuel to the fire,Acrescentando combustível ao fogo,gemmaX,sem_prompt,gemini,prompt2,Botando lenha na fogueira.,0.8282
698,manual_data,adding fuel to the fire,Acrescentando combustível ao fogo,gemmaX,sem_prompt,gemini,prompt4,Botar lenha na fogueira.,0.8302
698,manual_data,adding fuel to the fire,Acrescentando combustível ao fogo,gemmaX,sem_prompt,gemma3,prompt2,Agravando a situação.,0.8681
698,manual_data,adding fuel to the fire,Acrescentando combustível ao fogo,gemmaX,sem_prompt,gemma3,prompt4,Atirar óleo na fogueira.,0.8722
612,manual_data,She is shopping for groceries.,Ela está comprando mantimentos.,gemmaX,sem_prompt,gpt,prompt2,Ela está fazendo compras de supermercado.,0.9488
612,manual_data,She is shopping for groceries.,Ela está comprando mantimentos.,gemmaX,sem_prompt,gpt,prompt4,Ela está fazendo compras no mercado.,0.9524
612,manual_data,She is shopping for groceries.,Ela está comprando mantimentos.,gemmaX,sem_prompt,gemini,prompt2,Ela está comprando mantimentos.,0.95
612,manual_data,She is shopping for groceries.,Ela está comprando mantimentos.,gemmaX,sem_prompt,gemini,prompt4,Ela está catando mantimentos.,0.9128
612,manual_data,She is shopping for groceries.,Ela está comprando mantimentos.,gemmaX,sem_prompt,gemma3,prompt2,Ela está fazendo compras de mantimentos.,0.9614
612,manual_data,She is shopping for groceries.,Ela está comprando mantimentos.,gemmaX,sem_prompt,gemma3,prompt4,Ela está reabastecendo o celeiro.,0.9066
678,manual_data,He did some gardening in the afternoon.,Ele fez um pouco de jardinagem à tarde.,gemmaX,sem_prompt,gpt,prompt2,Ele fez algumas jardinagens à tarde.,0.9833
678,manual_data,He did some gardening in the afternoon.,Ele fez um pouco de jardinagem à tarde.,gemmaX,sem_prompt,gpt,prompt4,Ele cuidou do seu jardim na parte da tarde.,0.9129
678,manual_data,He did some gardening in the afternoon.,Ele fez um pouco de jardinagem à tarde.,gemmaX,sem_prompt,gemini,prompt2,Ele fez jardinagem à tarde.,0.9917
678,manual_data,He did some gardening in the afternoon.,Ele fez um pouco de jardinagem à tarde.,gemmaX,sem_prompt,gemini,prompt4,Ele plantou algumas sementes à tarde.,0.9418
678,manual_data,He did some gardening in the afternoon.,Ele fez um pouco de jardinagem à tarde.,gemmaX,sem_prompt,gemma3,prompt2,Ele fez alguns trabalhos de jardinagem à tarde.,0.9741
678,manual_data,He did some gardening in the afternoon.,Ele fez um pouco de jardinagem à tarde.,gemmaX,sem_prompt,gemma3,prompt4,Ele cuidou do jardim na tarde.,0.8916
126,manual_data,He is cutting vegetables for dinner.,Ele está cortando legumes para o jantar.,gpt,prompt2,gpt,prompt4,Ele está picando os legumes para o jantar.,0.9616
126,manual_data,He is cutting vegetables for dinner.,Ele está cortando legumes para o jantar.,gpt,prompt2,gemini,prompt2,Ele está cortando vegetais para o jantar.,0.9569
126,manual_data,He is cutting vegetables for dinner.,Ele está cortando legumes para o jantar.,gpt,prompt2,gemini,prompt4,Ele está fatiando a noite.,0.942
