indice,dataset,modelo,prompt,ingles_original,portugues_traduzido,label,xcomet_xl,quartil
2194,newsmet,gemma3,prompt4,Petrol bomb is found in Paris belonging to cement firm that is involved in constructing Trump’s Mexican wall,"Uma bomba de gasolina é descoberta em Paris, ligada a uma empresa de cimento envolvida na construção do muro mexicano de Trump.
",0,2428,Q1
2195,newsmet,gemma3,prompt4,They’re afraid of us': Immigrants aren't reporting domestic abuse to police,Eles têm medo de nós: Imigrantes não denunciam violência doméstica à polícia.,0,2586,Q1
2196,newsmet,gemini,prompt4,"Trump-Endorsed GOP Senate Candidate In Alabama Accepted $$1,000 Donation From Nazi Group","O candidato republicano ao Senado em Alabama, endossado por Trump, aceitou uma doação de mil dólares de um grupo nazista.
",0,2414,Q1
2199,newsmet,gemini,prompt4,"Irma shifts west, expected to cross the Keys, strike near Cape Coral; Tampa in sights","Irma muda a direção, rumando para oeste, com previsão de cruzar as Keys e atingir as proximidades de Cape Coral; Tampa no horizonte.
",0,2094,Q2
2200,newsmet,gemma3,prompt4,"California: lawmaker shelves health care proposal, receives death threat",Legislador da Califórnia guarda projeto de saúde e recebe ameaça de morte.,0,1924,Q2
2201,newsmet,gemma3,prompt4,Jordan Peele Continues Social Thriller Focus With Nazi Hunter TV Series,"Jordan Peele persiste na trilha do suspense social com a caça à bruxa televisiva aos nazistas.
",0,2239,Q2
2203,newsmet,gemma3,prompt4,Bill Maher humiliates Donald Trump after threatening to nuke North Korea,Bill Maher humilha Donald Trump após ameaçar desenterrar Pyongyang com um míssil.,0,2265,Q1
2205,newsmet,gemma3,prompt4,"Minneapolis Muslim killer-cop’s NEIGHBOR says Mohamed Noor was “STRICT, ILL-TEMPERED,” “HE HAS LITTLE RESPECT FOR WOMEN AND BLACKS”","Vizinho do policial muçulmano assassino de Minneapolis diz que Mohamed Noor era ""rígido, de mau humor"", ""tem pouco respeito por mulheres e negros"".",0,2337,Q1
2206,newsmet,gemma3,prompt4,Scaramucci has been praising Joe Paterno from White House to hype tribute movie he’s producing,"Scaramucci tem exaltado Joe Paterno, da Casa Branca à produção de um filme para inflar a homenagem.
",0,2144,Q2
2207,newsmet,gemini,prompt4,Kristen Stewart and Stella Maxwell Wedding: Alicia Cargile still loves her ex?,"O Casamento de Kristen Stewart e Stella Maxwell: Alicia Cargile ainda sente a faísca pela ex?
",0,2383,Q1
2214,newsmet,gemini,prompt4,"Woman diagnosed with hematohidrosis, a rare disease that causes blood sweat","Uma mulher diagnosticada com hematohidrose, uma doença rara que a faz suar sangue: a rosa que sangra.
",0,2505,Q1
2218,newsmet,gemma3,prompt4,Pregnant woman in a crop top denied service at Washington restaurant for ‘violating the health code’,Grávida de top cropped negada no restaurante de Washington por 'desrespeitar o código sanitário'.,0,2547,Q1
2219,newsmet,gpt,prompt4,BOMBSHELL AUDIO=> Harvey Weinstein Admits To Groping Woman's Breasts -- 3 Women Accuse Him of Rape!,BOMBA AUDIO => Harvey Weinstein admite ter apalpado os seios de uma mulher -- 3 mulheres o acusam de estupro!,0,2140,Q2
2220,newsmet,gemini,prompt4,SOS Puerto Rico: 12% with power; Deaths From Leptospirosis; Surgeons Using Cellphones for Light.,"SOS Porto Rico: 12% com a força; Mortes por Leptospirose; Cirurgiões usam celulares como luz.
",0,2289,Q1
2221,newsmet,gemma3,prompt4,Kentuckians bring first suit against Trump's Medicaid work requirements,Moradores de Kentucky movem o primeiro processo contra as exigências de trabalho para o Medicaid de Trump.,0,2203,Q2
2223,newsmet,gemma3,prompt4,"Diet Rich in Apples and Tomatoes May Help Repair Lungs of Ex-Smokers, Study Suggests","Uma dieta farta em maçãs e tomates pode ajudar a resgatar os pulmões de quem largou o cigarro, sugere estudo.",0,2349,Q1
2229,newsmet,gemma3,prompt4,"Trump tells Piers Morgan he’s sorry for retweeting ‘horrible, racist people’ from far-right British group",Trump assume para Piers Morgan que se arrepende de ter dado voz a gente brega e racista de um grupo extremista britânico.,0,2385,Q1
2231,newsmet,gpt,prompt4,Private School Teacher Teacher FIRED After A Father Discovered These Inappropriate Selfies [PHOTOS],Professora de Escola Particular Demitida Após Pai Descobrir Estas Selfies Inapropriadas [FOTOS],0,2251,Q2
2233,newsmet,gemini,prompt4,"Senate votes to advance debate on repealing, replacing Obamacare","Senado avança no tiroteio para desconstruir e reconstruir o Obamacare.
",0,2217,Q2
2235,newsmet,gpt,prompt4,CyberBerkut publishes email of Democrat plot to blame Russia for hacking 2016 election,CyberBerkut publica e-mail de trama democrata para culpar a Rússia pela invasão na eleição de 2016.,0,2029,Q2
2236,newsmet,gemini,prompt4,Yemen’s Houthi Rebels Claim Successful Ballistic Missile Attack On Saudi Millitary Base,"Rebeldes Houthis do Iêmen cravam um míssil balístico certeiro na base militar saudita.
",0,1923,Q2
2237,newsmet,gemini,prompt4,Aroma Chemicals Market expected to reach US$6.57 bn by the end of 2024,"O Mercado de Químicos Aromáticos cheira a US$ 6,57 bilhões até o final de 2024.
",0,2227,Q2
2238,newsmet,gpt,prompt4,RESIGN! KABC morning anchor Leeann Tweeden just nuked Al Franken with a #MeToo story of her own,"RENUNCIE! A âncora da manhã do KABC, Leeann Tweeden, acabou de desferir um golpe mortal em Al Franken com uma história #MeToo própria.",0,2232,Q2
2240,newsmet,gemini,prompt4,White supremacist terrorists are protected from the laws that affect Islamic terrorists,"As leis que enforcam os terroristas islâmicos afagam os supremacistas brancos.
",0,1952,Q2
2245,newsmet,gemini,prompt4,"Donald Trump Jr. says daddy wouldn't help him, made him talk to his assistant","Donald Trump Jr. disse que o papai não lhe deu cobertura, mandou que ele falasse com a assessora.
",0,2085,Q2
2248,newsmet,gemini,prompt4,HBO posts Jorah's love letter to Daenerys in full,"""Minha querida Daenerys,

Escrevo esta carta com o coração pesado, pois fui banido mais uma vez. Sei que minhas ações passadas trouxeram vergonha a você, e por isso mereço.

Nunca houve um homem que amasse uma mulher como eu amo você. Você me deu um propósito, uma razão para viver, um fogo para me guiar. Eu jurei te proteger, servi-la, e eu falhei miseravelmente.

O que me resta agora é o desgosto e o arrependimento. Você merece um homem melhor, um homem que possa estar ao seu lado em tempos de dificuldade, um homem que não a decepcionaria.

Eu sei que você está cercada por muitos conselheiros dignos, pessoas que a amam e querem o seu bem. Eu desejo que eles a sirvam bem.

Espero que um dia você possa me perdoar. Eu sempre a amarei.

Com amor eterno,

Jorah Mormont.""
",0,2570,Q1
2250,newsmet,gpt,prompt4,Joy and Austin Forsyth are announcing their first pregnancy,Joy e Austin Forsyth estão anunciando a chegada do seu primeiro tesouro.,0,1968,Q2
2252,newsmet,gpt,prompt4,"John Lear 24 July 17 Latest, on 911, Fake Moon Landing ’69, Roswell Plus John Lear Revisited [3 Part Videos]","John Lear 24 de Julho de 17 Últimas, sobre o 11 de setembro, Falsa Aterragem na Lua '69, Roswell Mais John Lear Revisitado [Vídeos em 3 Partes]",0,2329,Q1
2255,newsmet,gemma3,prompt4,Why I’m Traveling 710 Miles to Attend the March for Life,"Por que estou viajando 1.126 quilômetros para comparecer à Marcha pela Vida.
",0,2192,Q2
2256,newsmet,gemma3,prompt4,Canada: Urbanite Finds Success Growing Organic Choy for Vancouver Market,Morador da cidade encontra o sucesso cultivando choy orgânico para o mercado de Vancouver.,0,2392,Q1
2258,newsmet,gemini,prompt4,Lite Access bolstered as it wins C$1mln fibre-optic contract in British Columbia,"A Lite Access fincou a bandeira ao abocanhar um contrato de 1 milhão de dólares canadenses em fibra ótica na Colúmbia Britânica.
",0,2028,Q2
2263,newsmet,gemini,prompt4,Microchips Now in Your Medicine – FDA Approves Tracking Pills & New Brain Implants Increase Memory,"Microchips na sua medicação: a FDA aprova pílulas rastreadoras e novos implantes cerebrais turbinam a memória.
",0,2193,Q2
2264,newsmet,gemma3,prompt4,Fox pundit says Trump failed to redeem himself: ‘It’s impossible to be a good Jew and support Donald Trump’,"Analista da Fox sentencia: Trump não se resgatou; ""é impossível ser judeu decente e apoiar Donald Trump"".",0,1983,Q2
2265,newsmet,gemini,prompt4,Elizabeth Warren’s Republican Challenger: Return Money Ben Affleck Donated,"Oponente Republicano de Elizabeth Warren: Dinheiro de Volta, Ben Affleck Doou.
",0,2371,Q1
2266,newsmet,gemini,prompt4,GOP Tax Plan Would Eliminate Key Deduction for Many in Nursing Homes,"O Plano Fiscal Republicano Ceifaria Deduções Importantes para Muitos em Lares de Idosos.
",0,2232,Q2
2268,newsmet,gemma3,prompt4,Prince Harry and Meghan Markle are planning their wedding their way,"Eles estão arquitetando seu casamento à sua própria maneira.
",0,2009,Q2
2271,newsmet,gpt,prompt4,Pursuit Channel Joins Push For SCI’s 2018 Annual Hunters’ Convention,Canal Pursuit Se Une ao Empurrão para a Convenção Anual de Caçadores da SCI 2018,0,2211,Q2
2274,newsmet,gemma3,prompt4,Art Exhibit in Poland Shows Auschwitz Through Inmates’ Eyes,Exposição em Polônia Revela Auschwitz Através dos Olhos de Quem Acolheu a Sombra.,0,2286,Q1
2275,newsmet,gemini,prompt4,Donald Trump Jr. Demands Leak Inquiry of House Intelligence Committee,"Donald Trump Jr. exige uma devassa no Comitê de Inteligência da Câmara por vazamento.
",0,2100,Q2
2277,newsmet,gemini,prompt4,Twitter employee on last day at work deactivates Trump's account,"No último dia, funcionário do Twitter ""põe a cabeça a prêmio"" de Trump.
",0,1994,Q2
2279,newsmet,gemini,prompt4,"Photogallery - Food has a major impact on getting pregnant faster, study says","Fotogaleria - A comida é um grande empurrãozinho para a cegonha, diz estudo.
",0,2404,Q1
2280,newsmet,gemma3,prompt4,WHOA: New Poll Shows Americans Want Massive Cuts to Legal Immigration MORE than Legalizing Dreamers,"UAU: Nova Pesquisa Revela que Americanos Querem Cortes Drásticos na Imigração Legal Acima de Regularizar os Sonhadores.
",0,2277,Q1
2281,newsmet,gemini,prompt4,"Cigarette smoking has negative physical, emotional, and financial effects.","Fumar é um trágico investimento na ruína física, emocional e financeira.
",0,2503,Q1
2282,newsmet,gemini,prompt4,Ex-intelligence czar warns it’s ‘pretty safe bet’ Kushner’s private email has been compromised by foreign spies,"O ex-""czar"" da inteligência adverte: é quase certeza que os e-mails privados de Kushner foram invadidos por espiões estrangeiros.
",0,2114,Q2
2284,newsmet,gpt,prompt4,Opioid addicts must experience the consequences of their actions,Os dependentes de opioides devem enfrentar as consequências de seus atos.,0,2332,Q1
2285,newsmet,gemini,prompt4,New York Times interview: Trump insists there was no collusion with Russia ... sixteen times,"Aqui estão as dezesseis traduções metafóricas da frase ""Trump insists there was no collusion with Russia"" (em uma entrevista ao New York Times), mantendo o tom original:

1.  Trump jura de pés juntos que não houve conluio com a Rússia.
2.  Trump bate o pé, negando qualquer mão na roda com a Rússia.
3.  Trump crava as unhas no chão: não houve combinação com a Rússia.
4.  Trump joga na lata do lixo a ideia de conluio com a Rússia.
5.  Trump põe uma pedra em cima da história de conluio com a Rússia.
6.  Trump enterra de vez a história de conluio com a Rússia.
7.  Trump passa uma borracha na acusação de conluio com a Rússia.
8.  Trump cospe no prato, negando qualquer ligação com a Rússia.
9.  Trump faz vista grossa para a hipótese de conluio com a Rússia.
10. Trump enterra a cabeça na areia: nega qualquer conluio com a Rússia.
11. Trump lava as mãos da acusação de conluio com a Rússia.
12. Trump risca do mapa a ideia de combinação com a Rússia.
13. Trump fecha a porta na cara da suspeita de conluio com a Rússia.
14. Trump dá um chega pra lá na história de conluio com a Rússia.
15. Trump finca a bandeira: não houve aliança com a Rússia.
16. Trump faz pouco caso da ideia de conluio com a Rússia.
",0,2560,Q1
2286,newsmet,gemma3,prompt4,"Afghanistan, Trump indicated a troop surge but number and role not specified","Afeganistão, Trump sinalizou um reforço de tropas, mas número e papel permanecem em aberto.",0,2096,Q2
2287,newsmet,gemma3,prompt4,Disney Reports Mixed Earnings and a Full Project Pipeline,"Resultados Disney em tons de cinza e um rio de projetos à frente.
",0,2380,Q1
2289,newsmet,gemma3,prompt4,"Union Urges Gay Teachers to Come Out in the Classroom, Teach LGBT Experiences","Sindicato instiga professores gays a se revelarem na sala de aula, a ensinarem vivências LGBTQIA+.",0,2320,Q1
2290,newsmet,gemini,prompt4,"In debate over free speech, Linda Sarsour angered that ‘privileged white woman’ allowed to give an opinion","Na discussão sobre liberdade de expressão, Linda Sarsour se irritou que uma ""mulher branca privilegiada"" fosse autorizada a dar sua opinião.
",0,2032,Q2
2292,newsmet,gemini,prompt4,"In face of Veterans Day boycotts, NFL announces ‘no change’ in national-anthem policy","Diante dos boicotes do Dia dos Veteranos, a NFL fincou o pé na areia com a política do hino.
",0,2144,Q2
2293,newsmet,gemini,prompt4,Eating Horse Meat Could Soon Become Legal In The US,"A carne de cavalo poderá em breve galopar solta nos EUA.
",0,1929,Q2
2294,newsmet,gemini,prompt4,"PressTV-S Korea, US begin joint military drills amid tension on Korean Peninsula","A Coreia do Sul e os EUA iniciam exercícios militares conjuntos em meio a tensões na Península Coreana.
",0,2350,Q1
2296,newsmet,gemini,prompt4,Chris Cornell’s wife meets with medical examiner ‘to find answers’,"A esposa de Chris Cornell busca a luz no fim do túnel com o legista.
",0,2438,Q1
2297,newsmet,gemma3,prompt4,"One Good Guy with Gun vs 22 Unarmed Citizens stopping mass shootings, and violent crimes increased.","Um Herói de Armas Acesa contra Vinte e Dois Desarmados contendo tiroteios em massa, e a violência se alastrou.
",0,2585,Q1
2298,newsmet,gpt,prompt4,WWE 'Raw' Rumors: Roman Reigns vs. The Miz sets up The Shield for 'TLC' PPV?,Rumores do WWE 'Raw': Roman Reigns vs. The Miz prepara o caminho para a Escudo no PPV 'TLC'?,0,2239,Q2
2299,newsmet,gemini,prompt4,7 Ways a Design Kit or Template Can Save Your Project,"Aqui estão 7 maneiras que um kit de design ou template podem salvar seu projeto:

1.  **Dar um gás no projeto.**
2.  **Tirar o projeto da lama.**
3.  **Servir de muleta para o projeto.**
4.  **Blindar o projeto contra imprevistos.**
5.  **Funcionar como um atalho para o sucesso do projeto.**
6.  **Ser o salva-vidas do projeto.**
7.  **Ser o mapa do tesouro do projeto.**
",0,2121,Q2
2300,newsmet,gemma3,prompt4,So Many People Want to See the Tommies and the Johnnies,"Tantos querem ver os Pedros e os Joões partirem.
",0,2199,Q2
2302,newsmet,gemma3,prompt4,Why Five States Have Raised The Age For Buying Tobacco (VIDEO),"Por que Cinco Estados Apontaram o Dedinho para a Era da Bituca (VÍDEO)
",0,1965,Q2
2304,newsmet,gemma3,prompt4,Republican senator says Las Vegas victims needed to 'take precautions' and 'get small',"O senador republicano diz que as vítimas de Las Vegas precisavam ""virar as costas para a sorte"" e ""espremer-se"".
",0,1948,Q2
2305,newsmet,gemini,prompt4,Proof Surfaces Insurance Company Pays Massive Bonuses to Doctors for Vaccinating Babies,"A Seguradora de Superfícies de Prova paga gordos bônus aos médicos por vacinar bebês.
",0,2059,Q2
2306,newsmet,gemma3,prompt4,Seattle Transit Agency Wants to Tear Down Fraternal Lodge,A Agência de Transporte de Seattle Quer Derrubar o Lar Fraternal.,0,2193,Q2
2308,newsmet,gemini,prompt4,Photogallery - ‘Rick and Morty’ Season 3 has shorter episodes; plot focuses on Beth,"Fotogaleria - 3ª temporada de 'Rick and Morty' tem episódios mais curtos; trama se volta para Beth.
",0,2306,Q1
2309,newsmet,gemini,prompt4,Actor Tyler Cornell Files Police Report Accusing Former Top Talent Agent of Sodomy,"Tyler Cornell, ator, vai à delegacia e denuncia ex-agente por abuso.
",0,2559,Q1
2311,newsmet,gemini,prompt4,Teen Mom 2': Kailyn Lowry bans baby daddy from seeing son after he gets violent,"Kailyn Lowry corta as asas do pai do filho após episódio de fúria.
",0,2476,Q1
2312,newsmet,gpt,prompt4,New poll offers deeper insight into what ails rural America,Nova pesquisa oferece um olhar mais profundo sobre o que aflige o interior da América.,0,1996,Q2
2313,newsmet,gpt,prompt4,Chester Bennington's wife deletes shocking tweets after death of rock icon,A esposa de Chester Bennington apaga tweets impactantes após o falecimento do ícone do rock.,0,2279,Q1
2315,newsmet,gpt,prompt4,Pence blew a Christianist dog whistle before the Knesset,Pence soprou um apito dogmático cristão antes da Knesset.,0,2311,Q1
